,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20
Id-Vds23n23_des,0.7692307692307693,0.7692381784964749,0.7692307692307693,0.7692307692307693,0.9615384615384616,1.0,0.7692307692307684,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.769230769230769,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693
Id-Vds26n26_des,0.7692307692307693,0.769289672181125,0.7692307692307693,0.7692307692307693,0.9615384615384616,1.0,0.7692307692307674,0.7692307692307693,0.7692307692307693,0.7692307692307697,0.7692307692307693,0.7692307692307693,0.0,0.0,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693
Id-Vds27n27_des,0.7692307692307693,0.7692308107974984,0.7692307692307693,0.7692307692307693,0.9615384615384616,1.0,0.7692307692307665,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.0,0.0,0.7692307692307702,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693
