substrate OuterVoltage,gate InnerVoltage,drain InnerVoltage,drain eCurrent
0.0,1.8,0.09,3.00109641746756e-05
0.0,1.8,0.18,5.5926031205142e-05
0.0,1.8,0.27,7.79356411840592e-05
0.0,1.8,0.36,9.62697056575596e-05
0.0,1.8,0.45,0.000111169438080701
0.0,1.8,0.54,0.000122883076561849
0.0,1.8,0.63,0.000131671684949314
0.0,1.8,0.72,0.000137826105432252
0.0,1.8,0.81,0.00014170217634068
0.0,1.8,0.9,0.00014381841023251
0.0,1.8,0.99,0.0001449415251577
0.0,1.8,1.08,0.000145634534301717
0.0,1.8,1.17,0.000146113008093499
0.0,1.8,1.26,0.00014647819558823
0.0,1.8,1.35,0.000146777339340922
0.0,1.8,1.44,0.000147041463662511
0.0,1.8,1.53,0.000147283044614521
0.0,1.8,1.62,0.000147506818801226
0.0,1.8,1.71,0.000147713842139835
0.0,1.8,1.8,0.000147904589476069
