substrate OuterVoltage,gate InnerVoltage,drain InnerVoltage,drain eCurrent
0.0,0.9,0.09,9.18268807477151e-05
0.0,0.9,0.18,0.000150863043338865
0.0,0.9,0.27,0.000184780219603973
0.0,0.9,0.36,0.000205057229898441
0.0,0.9,0.45,0.000219615154617636
0.0,0.9,0.54,0.000231876132018229
0.0,0.9,0.63,0.000243132979794257
0.0,0.9,0.72,0.000253732902855619
0.0,0.9,0.81,0.00026375662833343
0.0,0.9,0.9,0.000273238351191577
0.0,0.9,0.99,0.000282259482607729
0.0,0.9,1.08,0.000291000279854998
0.0,0.9,1.17,0.000299563900410518
0.0,0.9,1.26,0.000308007280438189
0.0,0.9,1.35,0.000316375204371807
0.0,0.9,1.44,0.00032468920338109
0.0,0.9,1.53,0.000332950151526618
0.0,0.9,1.62,0.000341077776655162
0.0,0.9,1.71,0.000349095232098385
0.0,0.9,1.8,0.000356956810939731
